year,city,region,city_tier,population_approx,median_salary_gross_gbp_monthly,median_salary_net_gbp_monthly,median_salary_gross_gbp_annual,national_median_gross_gbp_monthly,national_median_gross_gbp_annual,national_min_wage_gbp_monthly,national_nlw_hourly_gbp,salary_to_national_ratio,cpi_annual_pct,cost_of_living_index,rent_1br_city_center_gbp,rent_1br_outside_center_gbp,meal_cheap_restaurant_gbp,groceries_monthly_gbp,public_transport_monthly_gbp,est_monthly_cost_single_gbp,affordability_ratio,rent_to_income_pct,data_source
2024,Bolton,North West,city_medium,194000,3042,2205,36504,3119,37430,1983,11.44,0.975,2.6,58.5,833,662,13,268,70,1360,1.62,21.8,ons_modeled
2010,Oldham,North West,city_medium,237000,1976,1433,23712,2157,25879,1028,5.93,0.916,3.3,56.0,543,443,8,171,47,888,1.61,22.4,ons_modeled
2011,Oldham,North West,city_medium,237000,2069,1500,24828,2183,26200,1054,6.08,0.948,4.5,56.0,571,459,8,185,52,926,1.62,22.2,ons_modeled
2012,Oldham,North West,city_medium,237000,2018,1463,24216,2208,26500,1073,6.19,0.914,2.8,56.4,606,466,8,188,53,939,1.56,23.1,ons_modeled
2013,Oldham,North West,city_medium,237000,2086,1512,25032,2250,27000,1094,6.31,0.927,2.6,56.4,601,475,9,189,55,972,1.56,22.8,ons_modeled
2014,Oldham,North West,city_medium,237000,2105,1526,25260,2267,27200,1127,6.5,0.929,1.5,57.5,629,485,9,198,55,993,1.54,23.0,ons_modeled
2015,Oldham,North West,city_medium,237000,2190,1588,26280,2304,27645,1161,6.7,0.951,0.1,58.1,632,530,9,191,56,1032,1.54,24.2,ons_modeled
2016,Oldham,North West,city_medium,237000,2237,1622,26844,2350,28195,1248,7.2,0.952,0.7,57.1,644,489,9,199,56,999,1.62,21.9,ons_modeled
2017,Oldham,North West,city_medium,237000,2343,1699,28116,2413,28954,1300,7.5,0.971,2.7,57.4,667,501,10,204,54,1036,1.64,21.4,ons_modeled
2018,Oldham,North West,city_medium,237000,2385,1729,28620,2463,29559,1357,7.83,0.968,2.5,58.2,678,540,9,202,56,1057,1.64,22.6,ons_modeled
2019,Oldham,North West,city_medium,237000,2337,1694,28044,2532,30378,1423,8.21,0.923,1.7,58.3,711,550,10,208,59,1098,1.54,23.5,ons_modeled
2020,Oldham,North West,city_medium,237000,2547,1847,30564,2622,31461,1511,8.72,0.971,0.9,58.8,688,526,10,207,57,1071,1.72,20.7,ons_modeled
2021,Oldham,North West,city_medium,237000,2598,1884,31176,2648,31772,1544,8.91,0.981,2.5,58.7,741,559,10,223,58,1123,1.68,21.5,ons_modeled
2022,Oldham,North West,city_medium,237000,2621,1900,31452,2750,33000,1647,9.5,0.953,9.1,57.9,771,633,10,239,67,1230,1.54,24.2,ons_modeled
2023,Oldham,North West,city_medium,237000,2785,2019,33420,2914,34963,1806,10.42,0.956,7.3,58.4,804,664,12,264,70,1335,1.51,23.8,ons_modeled
2024,Oldham,North West,city_medium,237000,2986,2165,35832,3119,37430,1983,11.44,0.957,2.6,58.5,862,713,12,256,73,1382,1.57,23.9,ons_modeled
2010,Rochdale,North West,city_medium,211000,2043,1481,24516,2157,25879,1028,5.93,0.947,3.3,56.8,555,468,8,176,49,920,1.61,22.9,ons_modeled
2011,Rochdale,North West,city_medium,211000,1991,1443,23892,2183,26200,1054,6.08,0.912,4.5,56.4,581,484,8,189,50,953,1.51,24.3,ons_modeled
2012,Rochdale,North West,city_medium,211000,2008,1456,24096,2208,26500,1073,6.19,0.909,2.8,56.8,592,464,9,197,53,966,1.51,23.1,ons_modeled
2013,Rochdale,North West,city_medium,211000,2120,1537,25440,2250,27000,1094,6.31,0.942,2.6,57.6,623,525,9,201,53,1032,1.49,24.8,ons_modeled
2014,Rochdale,North West,city_medium,211000,2147,1557,25764,2267,27200,1127,6.5,0.947,1.5,57.6,613,511,9,201,53,1020,1.53,23.8,ons_modeled
2015,Rochdale,North West,city_medium,211000,2164,1569,25968,2304,27645,1161,6.7,0.939,0.1,57.8,636,531,9,193,56,1035,1.52,24.5,ons_modeled
2016,Rochdale,North West,city_medium,211000,2216,1607,26592,2350,28195,1248,7.2,0.943,0.7,57.0,634,536,9,191,53,1035,1.55,24.2,ons_modeled
2017,Rochdale,North West,city_medium,211000,2353,1706,28236,2413,28954,1300,7.5,0.975,2.7,57.6,664,517,9,209,54,1037,1.65,22.0,ons_modeled
2018,Rochdale,North West,city_medium,211000,2330,1689,27960,2463,29559,1357,7.83,0.946,2.5,57.8,658,521,10,206,59,1065,1.59,22.4,ons_modeled
2019,Rochdale,North West,city_medium,211000,2440,1769,29280,2532,30378,1423,8.21,0.964,1.7,57.5,651,557,9,216,56,1090,1.62,22.8,ons_modeled
2020,Rochdale,North West,city_medium,211000,2440,1769,29280,2622,31461,1511,8.72,0.931,0.9,58.1,677,566,10,223,58,1128,1.57,23.2,ons_modeled
2021,Rochdale,North West,city_medium,211000,2587,1876,31044,2648,31772,1544,8.91,0.977,2.5,58.1,707,587,10,220,61,1151,1.63,22.7,ons_modeled
2022,Rochdale,North West,city_medium,211000,2579,1870,30948,2750,33000,1647,9.5,0.938,9.1,58.9,792,605,11,231,68,1215,1.54,23.5,ons_modeled
2023,Rochdale,North West,city_medium,211000,2711,1965,32532,2914,34963,1806,10.42,0.93,7.3,58.2,824,638,11,253,69,1277,1.54,23.5,ons_modeled
2024,Rochdale,North West,city_medium,211000,2997,2173,35964,3119,37430,1983,11.44,0.961,2.6,59.0,873,713,12,267,74,1394,1.56,23.8,ons_modeled
2010,Wigan,North West,city_large,317000,2172,1575,26064,2157,25879,1028,5.93,1.007,3.3,64.7,745,540,8,194,58,1019,1.55,24.9,ons_modeled
2011,Wigan,North West,city_large,317000,2143,1554,25716,2183,26200,1054,6.08,0.982,4.5,65.9,784,611,9,207,59,1127,1.38,28.5,ons_modeled
2012,Wigan,North West,city_large,317000,2317,1680,27804,2208,26500,1073,6.19,1.049,2.8,65.4,784,583,10,211,61,1127,1.49,25.2,ons_modeled
2013,Wigan,North West,city_large,317000,2252,1633,27024,2250,27000,1094,6.31,1.001,2.6,65.2,792,606,10,205,65,1149,1.42,26.9,ons_modeled
2014,Wigan,North West,city_large,317000,2335,1693,28020,2267,27200,1127,6.5,1.03,1.5,65.6,829,606,9,214,66,1141,1.48,26.0,ons_modeled
2015,Wigan,North West,city_large,317000,2417,1752,29004,2304,27645,1161,6.7,1.049,0.1,65.5,826,648,10,208,64,1195,1.47,26.8,ons_modeled
2016,Wigan,North West,city_large,317000,2330,1689,27960,2350,28195,1248,7.2,0.991,0.7,66.0,823,671,10,223,62,1231,1.37,28.8,ons_modeled
2017,Wigan,North West,city_large,317000,2517,1825,30204,2413,28954,1300,7.5,1.043,2.7,66.9,885,637,10,229,63,1206,1.51,25.3,ons_modeled
2018,Wigan,North West,city_large,317000,2522,1828,30264,2463,29559,1357,7.83,1.024,2.5,66.2,860,671,10,230,70,1250,1.46,26.6,ons_modeled
2019,Wigan,North West,city_large,317000,2516,1824,30192,2532,30378,1423,8.21,0.994,1.7,67.5,894,666,10,237,66,1250,1.46,26.5,ons_modeled
2020,Wigan,North West,city_large,317000,2772,2010,33264,2622,31461,1511,8.72,1.057,0.9,66.8,883,671,11,239,68,1279,1.57,24.2,ons_modeled
2021,Wigan,North West,city_large,317000,2804,2033,33648,2648,31772,1544,8.91,1.059,2.5,67.1,871,738,11,243,69,1353,1.5,26.3,ons_modeled
2022,Wigan,North West,city_large,317000,2870,2081,34440,2750,33000,1647,9.5,1.044,9.1,66.9,1000,742,11,261,77,1391,1.5,25.9,ons_modeled
2023,Wigan,North West,city_large,317000,2995,2171,35940,2914,34963,1806,10.42,1.028,7.3,67.4,1108,839,13,279,85,1560,1.39,28.0,ons_modeled
2024,Wigan,North West,city_large,317000,3106,2252,37272,3119,37430,1983,11.44,0.996,2.6,68.0,1097,841,13,296,84,1581,1.42,27.1,ons_modeled
2010,Warrington,North West,city_large,212000,2128,1543,25536,2157,25879,1028,5.93,0.987,3.3,64.6,709,589,9,191,56,1083,1.42,27.7,ons_modeled
2011,Warrington,North West,city_large,212000,2156,1563,25872,2183,26200,1054,6.08,0.988,4.5,65.6,736,595,9,195,59,1099,1.42,27.6,ons_modeled
2012,Warrington,North West,city_large,212000,2190,1588,26280,2208,26500,1073,6.19,0.992,2.8,65.8,809,626,9,206,63,1147,1.38,28.6,ons_modeled
2013,Warrington,North West,city_large,212000,2318,1681,27816,2250,27000,1094,6.31,1.03,2.6,65.5,823,641,9,219,62,1175,1.43,27.7,ons_modeled
2014,Warrington,North West,city_large,212000,2383,1728,28596,2267,27200,1127,6.5,1.051,1.5,66.4,828,631,10,224,63,1193,1.45,26.5,ons_modeled
2015,Warrington,North West,city_large,212000,2416,1752,28992,2304,27645,1161,6.7,1.049,0.1,66.2,828,618,9,221,64,1158,1.51,25.6,ons_modeled
2016,Warrington,North West,city_large,212000,2341,1697,28092,2350,28195,1248,7.2,0.996,0.7,66.3,789,652,10,218,64,1209,1.4,27.9,ons_modeled
2017,Warrington,North West,city_large,212000,2489,1805,29868,2413,28954,1300,7.5,1.031,2.7,66.6,891,626,10,221,64,1188,1.52,25.2,ons_modeled
2018,Warrington,North West,city_large,212000,2459,1783,29508,2463,29559,1357,7.83,0.998,2.5,67.4,867,650,11,232,69,1250,1.43,26.4,ons_modeled
2019,Warrington,North West,city_large,212000,2536,1839,30432,2532,30378,1423,8.21,1.002,1.7,66.5,909,656,10,243,66,1246,1.48,25.9,ons_modeled
2020,Warrington,North West,city_large,212000,2631,1907,31572,2622,31461,1511,8.72,1.003,0.9,67.4,905,660,11,236,70,1267,1.51,25.1,ons_modeled
2021,Warrington,North West,city_large,212000,2701,1958,32412,2648,31772,1544,8.91,1.02,2.5,67.1,907,702,10,233,71,1289,1.52,26.0,ons_modeled
2022,Warrington,North West,city_large,212000,2794,2026,33528,2750,33000,1647,9.5,1.016,9.1,68.1,1024,757,12,272,76,1436,1.41,27.1,ons_modeled
2023,Warrington,North West,city_large,212000,3028,2195,36336,2914,34963,1806,10.42,1.039,7.3,68.3,1073,850,12,290,84,1561,1.41,28.1,ons_modeled
2024,Warrington,North West,city_large,212000,3302,2394,39624,3119,37430,1983,11.44,1.059,2.6,68.2,1092,808,13,280,86,1534,1.56,24.5,ons_modeled
2010,Chester,North West,city_medium,118000,1998,1449,23976,2157,25879,1028,5.93,0.926,3.3,57.1,568,441,8,183,50,901,1.61,22.1,ons_modeled
2011,Chester,North West,city_medium,118000,2098,1521,25176,2183,26200,1054,6.08,0.961,4.5,56.2,608,488,9,178,51,967,1.57,23.3,ons_modeled
2012,Chester,North West,city_medium,118000,2136,1549,25632,2208,26500,1073,6.19,0.967,2.8,57.2,586,475,8,183,50,940,1.65,22.2,ons_modeled
2013,Chester,North West,city_medium,118000,2176,1578,26112,2250,27000,1094,6.31,0.967,2.6,57.1,641,507,9,189,53,1002,1.57,23.3,ons_modeled
2014,Chester,North West,city_medium,118000,2152,1560,25824,2267,27200,1127,6.5,0.949,1.5,56.6,616,526,9,196,55,1032,1.51,24.4,ons_modeled
2015,Chester,North West,city_medium,118000,2233,1619,26796,2304,27645,1161,6.7,0.969,0.1,57.3,654,514,9,205,52,1026,1.58,23.0,ons_modeled
2016,Chester,North West,city_medium,118000,2255,1635,27060,2350,28195,1248,7.2,0.96,0.7,57.2,646,486,9,205,54,1000,1.64,21.6,ons_modeled
2017,Chester,North West,city_medium,118000,2340,1696,28080,2413,28954,1300,7.5,0.97,2.7,57.8,674,500,10,199,55,1031,1.65,21.4,ons_modeled
2018,Chester,North West,city_medium,118000,2386,1730,28632,2463,29559,1357,7.83,0.969,2.5,58.0,676,540,10,209,56,1084,1.6,22.6,ons_modeled
2019,Chester,North West,city_medium,118000,2477,1796,29724,2532,30378,1423,8.21,0.978,1.7,58.3,662,541,10,218,59,1099,1.63,21.8,ons_modeled
2020,Chester,North West,city_medium,118000,2506,1817,30072,2622,31461,1511,8.72,0.956,0.9,58.3,690,531,10,222,59,1093,1.66,21.2,ons_modeled
2021,Chester,North West,city_medium,118000,2589,1877,31068,2648,31772,1544,8.91,0.978,2.5,59.0,709,578,10,215,59,1135,1.65,22.3,ons_modeled
2022,Chester,North West,city_medium,118000,2542,1843,30504,2750,33000,1647,9.5,0.924,9.1,59.0,806,593,11,249,64,1217,1.51,23.3,ons_modeled
2023,Chester,North West,city_medium,118000,2810,2037,33720,2914,34963,1806,10.42,0.964,7.3,59.1,791,694,12,256,71,1358,1.5,24.7,ons_modeled
2024,Chester,North West,city_medium,118000,2987,2166,35844,3119,37430,1983,11.44,0.958,2.6,58.8,882,707,12,266,72,1385,1.56,23.7,ons_modeled
2010,Preston,North West,city_medium,141000,2089,1515,25068,2157,25879,1028,5.93,0.968,3.3,56.3,580,475,8,181,49,932,1.63,22.7,ons_modeled
2011,Preston,North West,city_medium,141000,2057,1491,24684,2183,26200,1054,6.08,0.942,4.5,57.2,620,461,8,181,51,923,1.62,22.4,ons_modeled
2012,Preston,North West,city_medium,141000,2096,1520,25152,2208,26500,1073,6.19,0.949,2.8,56.4,593,471,8,197,52,952,1.6,22.5,ons_modeled
2013,Preston,North West,city_medium,141000,2062,1495,24744,2250,27000,1094,6.31,0.916,2.6,57.2,609,478,9,188,51,970,1.54,23.2,ons_modeled
2014,Preston,North West,city_medium,141000,2138,1550,25656,2267,27200,1127,6.5,0.943,1.5,57.0,652,494,9,195,54,998,1.55,23.1,ons_modeled
2015,Preston,North West,city_medium,141000,2191,1588,26292,2304,27645,1161,6.7,0.951,0.1,57.6,626,529,9,202,55,1041,1.53,24.1,ons_modeled
2016,Preston,North West,city_medium,141000,2218,1608,26616,2350,28195,1248,7.2,0.944,0.7,57.3,655,532,9,195,53,1035,1.55,24.0,ons_modeled
2017,Preston,North West,city_medium,141000,2218,1608,26616,2413,28954,1300,7.5,0.919,2.7,57.5,644,515,10,210,57,1059,1.52,23.2,ons_modeled
2018,Preston,North West,city_medium,141000,2359,1710,28308,2463,29559,1357,7.83,0.958,2.5,58.0,651,517,10,203,57,1056,1.62,21.9,ons_modeled
2019,Preston,North West,city_medium,141000,2479,1797,29748,2532,30378,1423,8.21,0.979,1.7,58.4,702,550,10,221,57,1109,1.62,22.2,ons_modeled
2020,Preston,North West,city_medium,141000,2402,1741,28824,2622,31461,1511,8.72,0.916,0.9,57.7,722,572,10,217,60,1130,1.54,23.8,ons_modeled
2021,Preston,North West,city_medium,141000,2428,1760,29136,2648,31772,1544,8.91,0.917,2.5,58.5,700,567,10,223,61,1134,1.55,23.4,ons_modeled
2022,Preston,North West,city_medium,141000,2527,1832,30324,2750,33000,1647,9.5,0.919,9.1,58.7,744,607,11,246,66,1230,1.49,24.0,ons_modeled
2023,Preston,North West,city_medium,141000,2858,2072,34296,2914,34963,1806,10.42,0.981,7.3,59.0,821,667,12,263,70,1337,1.55,23.3,ons_modeled
2024,Preston,North West,city_medium,141000,3016,2187,36192,3119,37430,1983,11.44,0.967,2.6,59.6,820,651,12,257,72,1320,1.66,21.6,ons_modeled
2010,Blackpool,North West,city_medium,149000,2098,1521,25176,2157,25879,1028,5.93,0.973,3.3,56.1,558,451,8,178,48,904,1.68,21.5,ons_modeled
2011,Blackpool,North West,city_medium,149000,2036,1476,24432,2183,26200,1054,6.08,0.933,4.5,56.4,571,491,8,187,48,956,1.54,24.1,ons_modeled
2012,Blackpool,North West,city_medium,149000,2142,1553,25704,2208,26500,1073,6.19,0.97,2.8,56.4,589,485,9,186,51,974,1.59,22.6,ons_modeled
2013,Blackpool,North West,city_medium,149000,2171,1574,26052,2250,27000,1094,6.31,0.965,2.6,57.0,621,487,8,194,54,968,1.63,22.4,ons_modeled
2014,Blackpool,North West,city_medium,149000,2144,1554,25728,2267,27200,1127,6.5,0.946,1.5,57.7,622,483,9,193,55,986,1.58,22.5,ons_modeled
2015,Blackpool,North West,city_medium,149000,2140,1552,25680,2304,27645,1161,6.7,0.929,0.1,57.9,607,518,9,194,55,1022,1.52,24.2,ons_modeled
2016,Blackpool,North West,city_medium,149000,2227,1615,26724,2350,28195,1248,7.2,0.948,0.7,58.1,629,524,9,198,54,1031,1.57,23.5,ons_modeled
2017,Blackpool,North West,city_medium,149000,2252,1633,27024,2413,28954,1300,7.5,0.933,2.7,58.2,658,509,9,199,57,1022,1.6,22.6,ons_modeled
2018,Blackpool,North West,city_medium,149000,2347,1702,28164,2463,29559,1357,7.83,0.953,2.5,58.0,642,559,10,206,56,1100,1.55,23.8,ons_modeled
2019,Blackpool,North West,city_medium,149000,2419,1754,29028,2532,30378,1423,8.21,0.955,1.7,58.1,716,546,10,214,58,1099,1.6,22.6,ons_modeled
2020,Blackpool,North West,city_medium,149000,2463,1786,29556,2622,31461,1511,8.72,0.939,0.9,58.1,710,571,9,207,60,1099,1.63,23.2,ons_modeled
2021,Blackpool,North West,city_medium,149000,2469,1790,29628,2648,31772,1544,8.91,0.932,2.5,57.8,707,590,10,214,61,1148,1.56,23.9,ons_modeled
2022,Blackpool,North West,city_medium,149000,2695,1954,32340,2750,33000,1647,9.5,0.98,9.1,59.3,737,605,11,237,67,1220,1.6,22.4,ons_modeled
2023,Blackpool,North West,city_medium,149000,2809,2037,33708,2914,34963,1806,10.42,0.964,7.3,58.2,854,688,12,253,72,1350,1.51,24.5,ons_modeled
2024,Blackpool,North West,city_medium,149000,3064,2221,36768,3119,37430,1983,11.44,0.982,2.6,58.8,869,685,12,257,71,1353,1.64,22.4,ons_modeled
2010,Blackburn,North West,city_medium,147000,1966,1425,23592,2157,25879,1028,5.93,0.911,3.3,57.1,584,474,8,175,48,924,1.54,24.1,ons_modeled
2011,Blackburn,North West,city_medium,147000,2067,1499,24804,2183,26200,1054,6.08,0.947,4.5,57.3,579,463,8,191,49,933,1.61,22.4,ons_modeled
2012,Blackburn,North West,city_medium,147000,2141,1552,25692,2208,26500,1073,6.19,0.97,2.8,57.2,618,506,9,192,53,1003,1.55,23.6,ons_modeled
2013,Blackburn,North West,city_medium,147000,2079,1507,24948,2250,27000,1094,6.31,0.924,2.6,56.6,643,512,9,202,53,1020,1.48,24.6,ons_modeled
2014,Blackburn,North West,city_medium,147000,2118,1536,25416,2267,27200,1127,6.5,0.934,1.5,57.5,625,509,9,203,53,1020,1.51,24.0,ons_modeled
2015,Blackburn,North West,city_medium,147000,2100,1522,25200,2304,27645,1161,6.7,0.911,0.1,57.7,641,520,9,201,55,1031,1.48,24.8,ons_modeled
2016,Blackburn,North West,city_medium,147000,2227,1615,26724,2350,28195,1248,7.2,0.948,0.7,57.3,643,513,9,206,53,1027,1.57,23.0,ons_modeled
2017,Blackburn,North West,city_medium,147000,2228,1615,26736,2413,28954,1300,7.5,0.923,2.7,58.1,678,547,9,199,58,1061,1.52,24.6,ons_modeled
2018,Blackburn,North West,city_medium,147000,2344,1699,28128,2463,29559,1357,7.83,0.952,2.5,58.2,664,556,10,202,57,1094,1.55,23.7,ons_modeled
2019,Blackburn,North West,city_medium,147000,2364,1714,28368,2532,30378,1423,8.21,0.934,1.7,58.6,717,551,9,219,57,1088,1.58,23.3,ons_modeled
2020,Blackburn,North West,city_medium,147000,2465,1787,29580,2622,31461,1511,8.72,0.94,0.9,57.6,716,579,10,213,61,1134,1.58,23.5,ons_modeled
2021,Blackburn,North West,city_medium,147000,2497,1810,29964,2648,31772,1544,8.91,0.943,2.5,58.4,700,554,10,224,62,1123,1.61,22.2,ons_modeled
2022,Blackburn,North West,city_medium,147000,2555,1852,30660,2750,33000,1647,9.5,0.929,9.1,58.0,743,607,11,247,66,1231,1.5,23.8,ons_modeled
2023,Blackburn,North West,city_medium,147000,2751,1994,33012,2914,34963,1806,10.42,0.944,7.3,58.8,854,687,11,268,70,1342,1.49,25.0,ons_modeled
2024,Blackburn,North West,city_medium,147000,2930,2124,35160,3119,37430,1983,11.44,0.939,2.6,59.6,846,648,12,274,74,1336,1.59,22.1,ons_modeled
2010,Stockport,North West,city_medium,291000,1969,1428,23628,2157,25879,1028,5.93,0.913,3.3,56.4,569,442,8,182,46,897,1.59,22.4,ons_modeled
2011,Stockport,North West,city_medium,291000,2040,1479,24480,2183,26200,1054,6.08,0.934,4.5,56.0,572,479,8,188,49,946,1.56,23.5,ons_modeled
2012,Stockport,North West,city_medium,291000,2092,1517,25104,2208,26500,1073,6.19,0.947,2.8,57.2,590,497,8,194,50,973,1.56,23.8,ons_modeled
2013,Stockport,North West,city_medium,291000,2110,1530,25320,2250,27000,1094,6.31,0.938,2.6,57.0,648,499,9,191,53,996,1.54,23.6,ons_modeled
2014,Stockport,North West,city_medium,291000,2173,1575,26076,2267,27200,1127,6.5,0.959,1.5,56.8,665,503,9,197,55,1010,1.56,23.1,ons_modeled
2015,Stockport,North West,city_medium,291000,2156,1563,25872,2304,27645,1161,6.7,0.936,0.1,57.1,611,511,9,204,53,1023,1.53,23.7,ons_modeled
2016,Stockport,North West,city_medium,291000,2221,1610,26652,2350,28195,1248,7.2,0.945,0.7,57.2,646,528,9,206,54,1043,1.54,23.8,ons_modeled
2017,Stockport,North West,city_medium,291000,2336,1694,28032,2413,28954,1300,7.5,0.968,2.7,57.6,641,520,10,211,56,1064,1.59,22.3,ons_modeled
2018,Stockport,North West,city_medium,291000,2374,1721,28488,2463,29559,1357,7.83,0.964,2.5,57.5,695,540,10,213,55,1087,1.58,22.7,ons_modeled
2019,Stockport,North West,city_medium,291000,2427,1760,29124,2532,30378,1423,8.21,0.959,1.7,57.8,707,524,10,215,59,1079,1.63,21.6,ons_modeled
2020,Stockport,North West,city_medium,291000,2499,1812,29988,2622,31461,1511,8.72,0.953,0.9,58.3,663,576,10,214,58,1129,1.6,23.0,ons_modeled
2021,Stockport,North West,city_medium,291000,2454,1779,29448,2648,31772,1544,8.91,0.927,2.5,58.7,714,548,10,225,61,1117,1.59,22.3,ons_modeled
2022,Stockport,North West,city_medium,291000,2532,1836,30384,2750,33000,1647,9.5,0.921,9.1,58.6,789,622,11,247,65,1245,1.47,24.6,ons_modeled
2023,Stockport,North West,city_medium,291000,2800,2030,33600,2914,34963,1806,10.42,0.961,7.3,58.5,867,677,12,260,72,1346,1.51,24.2,ons_modeled
2024,Stockport,North West,city_medium,291000,3045,2208,36540,3119,37430,1983,11.44,0.976,2.6,59.3,815,690,12,272,71,1373,1.61,22.7,ons_modeled
2010,Newcastle upon Tyne,North East,city_large,300000,1882,1364,22584,2157,25879,1028,5.93,0.873,3.3,58.9,769,583,9,187,57,1074,1.27,31.0,numbeo
2011,Newcastle upon Tyne,North East,city_large,300000,1882,1364,22584,2183,26200,1054,6.08,0.862,4.5,60.3,767,567,9,208,59,1084,1.26,30.1,numbeo
2012,Newcastle upon Tyne,North East,city_large,300000,1902,1379,22824,2208,26500,1073,6.19,0.861,2.8,59.4,811,604,10,208,63,1147,1.2,31.8,numbeo
2013,Newcastle upon Tyne,North East,city_large,300000,1991,1443,23892,2250,27000,1094,6.31,0.885,2.6,59.8,787,599,10,206,61,1139,1.27,30.1,numbeo
2014,Newcastle upon Tyne,North East,city_large,300000,2025,1468,24300,2267,27200,1127,6.5,0.893,1.5,59.6,848,623,10,219,61,1178,1.25,30.8,numbeo
2015,Newcastle upon Tyne,North East,city_large,300000,2076,1505,24912,2304,27645,1161,6.7,0.901,0.1,61.1,784,617,10,212,63,1167,1.29,29.7,numbeo
2016,Newcastle upon Tyne,North East,city_large,300000,2002,1451,24024,2350,28195,1248,7.2,0.852,0.7,60.5,859,670,10,222,63,1230,1.18,33.5,numbeo
2017,Newcastle upon Tyne,North East,city_large,300000,2102,1524,25224,2413,28954,1300,7.5,0.871,2.7,61.1,872,630,10,229,68,1204,1.27,30.0,numbeo
2018,Newcastle upon Tyne,North East,city_large,300000,2132,1546,25584,2463,29559,1357,7.83,0.866,2.5,60.9,903,690,11,221,68,1278,1.21,32.4,numbeo
2019,Newcastle upon Tyne,North East,city_large,300000,2169,1573,26028,2532,30378,1423,8.21,0.857,1.7,60.6,897,678,10,235,69,1263,1.25,31.3,numbeo
2020,Newcastle upon Tyne,North East,city_large,300000,2224,1612,26688,2622,31461,1511,8.72,0.848,0.9,61.8,874,669,10,244,71,1265,1.27,30.1,numbeo
2021,Newcastle upon Tyne,North East,city_large,300000,2399,1739,28788,2648,31772,1544,8.91,0.906,2.5,61.3,938,726,10,248,70,1327,1.31,30.3,numbeo
2022,Newcastle upon Tyne,North East,city_large,300000,2350,1704,28200,2750,33000,1647,9.5,0.855,9.1,61.4,1035,782,12,257,74,1444,1.18,33.3,numbeo
2023,Newcastle upon Tyne,North East,city_large,300000,2655,1925,31860,2914,34963,1806,10.42,0.911,7.3,61.4,1064,822,12,288,83,1530,1.26,31.0,numbeo
2024,Newcastle upon Tyne,North East,city_large,300000,2823,2047,33876,3119,37430,1983,11.44,0.905,2.6,61.9,1149,870,13,279,86,1595,1.28,30.8,numbeo
2010,Sunderland,North East,city_large,336000,2021,1465,24252,2157,25879,1028,5.93,0.937,3.3,62.8,702,586,9,188,56,1077,1.36,29.0,ons_modeled
2011,Sunderland,North East,city_large,336000,1986,1440,23832,2183,26200,1054,6.08,0.91,4.5,63.1,793,609,9,196,58,1113,1.29,30.7,ons_modeled
2012,Sunderland,North East,city_large,336000,2140,1552,25680,2208,26500,1073,6.19,0.969,2.8,64.1,770,582,9,213,63,1110,1.4,27.2,ons_modeled
